player_id,tx_id,psp_tx_id,pan,type,request_date_utc,update_date_utc,payment_method,amount,amount_trx,player_fee,email_address,nickname,ip_address,agent_fee,tax,sit,bin_country,country,agent,marketing_type,status,detail,transaction_status,auditor
6eef1764-cdc8-445f-bcde-5615acf4a84b,2f99c3e7-dd47-4b0a-b3e2-3a500de5c74b,9bfc074a-8230-4962-b52d-bd9c15cc18ad,2233422925652571,withdrawal,2025-04-13T19:29:41,2025-04-13T20:22:41,PayPal,1020.56,1020.56,10.21,wbuck@example.org,abigail90,187.129.151.53,20.41,51.03,popular,TZ,PH,Chad Vincent,email,pending,Thousand explain kind top.,flagged,Anthony Watts
2e8a32b5-8f8c-45c7-a10c-b891e6eb7970,88951d41-5020-4e59-9ce6-57c13ffadbfe,99c385cf-3246-44a8-8d9d-504b7ac2e7a9,3588400586021301,withdrawal,2025-04-30T02:22:03,2025-04-30T02:29:03,Crypto,5367.25,5367.25,53.67,nolanmatthew@example.net,goldenalex,7.214.228.124,107.34,268.36,walk,SK,ID,Sara Phillips,affiliate,failed,Approach story thousand road audience far.,flagged,Bradley Martin
92267bf6-490b-4d86-950f-0d314d78642e,d5d88566-ce6c-4034-8c28-aff1fcdbd76a,25b262cc-3d43-4324-ad8c-e3bbf3794e41,4033349656907,deposit,2025-04-18T20:46:43,2025-04-18T21:19:43,PayPal,4172.26,4172.26,41.72,oherman@example.net,marybrown,11.40.97.97,83.45,208.61,garden,RS,PK,Joshua Pratt,email,pending,Nice beyond share production.,held,Johnny Kennedy
98b54922-89e3-477b-b99d-ad607d7a6229,e1266e96-714f-4721-9727-fdc433f4980f,63e0a519-94e7-45f2-a043-1fd1fb51b694,676141505187,withdrawal,2025-04-13T21:43:01,2025-04-13T22:40:01,Crypto,6568.25,6568.25,65.68,zcox@example.org,pricejustin,199.250.20.245,131.37,328.41,attorney,KP,KP,Kristina Miller MD,affiliate,completed,Radio top trip.,cleared,Roy Smith
aae1918c-d26f-43be-a12b-5d4bbad52e09,2cb3bdbf-1e89-4e3d-a6ac-9cd7b985dcf4,4005287c-d5bb-4e65-8781-0f1d21f352be,4773931403404455,deposit,2025-04-10T11:48:05,2025-04-10T12:20:05,Crypto,5054.5,5054.5,50.55,nicholasprice@example.com,barnettjennifer,92.139.66.25,101.09,252.73,full,SZ,MK,John Rose,affiliate,completed,Government power fear lead under sea here.,held,Rodney Rodriguez
2406a892-6331-4e4d-9689-743e404f8685,51d78993-3e6b-4037-81b1-34e1ae5bedca,c584d623-6543-409e-8f97-daf010033dac,3565684165432495,deposit,2025-05-03T13:47:28,2025-05-03T14:17:28,Crypto,4694.31,4694.31,46.94,kimerika@example.org,vlindsey,123.223.222.247,93.89,234.72,suggest,IT,MW,Melissa Weiss,affiliate,pending,Off fly newspaper.,cleared,Vincent Delacruz
85a04188-d934-4abc-9a44-9f7df4fcf5b2,27f98b56-e0e9-4ddc-8713-ccf85b733f64,0a5cd254-f76d-42e0-8108-aa1b1112213e,213181500183000,deposit,2025-04-09T20:01:35,2025-04-09T20:26:35,MasterCard,9756.5,9756.5,97.56,hannahgrant@example.org,twaters,6.16.7.102,195.13,487.83,everybody,ZA,QA,Michael Mathews,organic,failed,Miss effect form many gun.,cleared,Pedro Hurst
c9866b64-73bb-4b7f-a0c4-865bd904991a,b5171c18-3e28-471a-b1b5-80fc77aba6b9,8900d8b0-402f-4927-9fd9-3d19d89593bf,587287626713,withdrawal,2025-04-19T17:08:18,2025-04-19T17:32:18,Crypto,2529.17,2529.17,25.29,nicholasrivera@example.org,bwhite,134.248.252.164,50.58,126.46,necessary,CR,MG,Tiffany Nelson,affiliate,completed,Sense under risk while.,cleared,Michael Richardson
6137b1a5-ed20-42e1-8bc7-218b99353175,24d742b2-26f1-44da-9f1d-4f33f11c8a64,dbec82dc-ca13-4118-84df-567d30372f53,5283338208513144,withdrawal,2025-04-08T13:01:33,2025-04-08T13:15:33,PayPal,4387.02,4387.02,43.87,albertholmes@example.org,westbrenda,76.223.232.208,87.74,219.35,star,IT,ME,Tonya Simmons,organic,failed,Production more sense according field.,cleared,Cody Gonzalez
sanctioned-player-123,6bb969b1-46ab-4e30-96ec-3c67dd758ffd,b89bb87a-50d8-4aca-980e-b65589426940,3527980811051292,deposit,2025-04-26T22:09:14,2025-04-26T22:48:14,Crypto,6816.96,6816.96,68.17,michael60@example.net,xward,156.148.118.40,136.34,340.85,meeting,IL,UZ,Amy Love,affiliate,completed,Hope base wide total.,cleared,Valerie Reed
sanctioned-player-123,0ba39b8b-2030-4e51-88af-9366d41ae94d,6ddd3c30-9ea7-4cbf-b900-38f17739d63b,4713172020630841,deposit,2025-04-20T20:58:17,2025-04-20T21:18:17,PayPal,2395.28,2395.28,23.95,meganhernandez@example.com,jbrooks,38.220.149.163,47.91,119.76,dinner,RS,ER,Jamie Johnson,organic,completed,Of tonight answer expert sure know.,cleared,Joanna Phillips
dcb1cc90-5de8-42bc-bc4e-43ff9a67941b,2a79176a-8c3e-4e91-817a-1f43288754d0,d4fdb867-959e-49cb-b72d-3a93e84364a2,30302395590296,withdrawal,2025-04-22T01:43:30,2025-04-22T02:14:30,MasterCard,2964.57,2964.57,29.65,phillipshayley@example.org,ambervargas,180.206.91.211,59.29,148.23,as,ZM,KR,Patricia Williams,email,pending,Travel one call themselves of.,held,Danny Beck
1ba3773d-f23a-4e7d-85ad-d327a0118c22,4d28fbb5-ddd5-41d5-ba17-9842e61baf17,464a1cd3-f6c4-404d-8e9b-cf39632dec51,3539782349835162,withdrawal,2025-04-05T08:09:21,2025-04-05T08:14:21,PayPal,3631.54,3631.54,36.32,seanballard@example.net,tiffanyhopkins,116.188.127.213,72.63,181.58,simple,CR,HR,Sarah Dean,organic,failed,Or try sense should two.,cleared,Megan Ferguson
033deb27-48f8-42c1-a9db-d0f726cc1d84,f7b21ed5-237f-443f-863a-bd5b3af0c59a,d6a1b5c0-488a-48eb-b130-4ffa09ce599f,6527217918593196,withdrawal,2025-04-18T17:17:54,2025-04-18T17:43:54,PayPal,3034.16,3034.16,30.34,bryantamy@example.org,reidamanda,190.233.21.210,60.68,151.71,let,QA,PS,Isaiah Henderson,affiliate,failed,General this get ball you none million hot.,held,Kerri Alexander
a862d620-b971-415f-8d00-8b66e27a66ba,8f775d7a-b703-46df-b4a9-df2fe8979c81,1fe65b19-123a-4e65-a78f-065fae6ad932,3513362260422868,deposit,2025-04-18T08:40:09,2025-04-18T08:51:09,MasterCard,4350.53,4350.53,43.51,samantha11@example.net,jessica02,223.13.64.159,87.01,217.53,personal,CL,FI,Ryan Harper,organic,pending,Morning offer part two least blue cause.,flagged,Timothy West
82906f08-a192-4e82-aa73-0d39bd861cfb,68dafca4-da71-48e7-824d-01cd2a6272ed,0f774fb2-fd92-408a-bc3a-8aa6655004a5,374305294386090,withdrawal,2025-04-28T19:10:39,2025-04-28T19:39:39,MasterCard,5982.54,5982.54,59.83,jamesmitchell@example.com,carteramanda,171.212.48.153,119.65,299.13,region,BE,VE,Ashley Wright,affiliate,failed,White issue state space imagine good.,flagged,Jorge Boone
dcb0d9f6-3542-4af3-8f35-993cdc61afc4,5b539172-25ea-4fc9-9353-4e42f5550c60,9602422f-fc30-4772-9ae5-84888c188873,3558871471817993,deposit,2025-05-01T08:22:43,2025-05-01T09:20:43,MasterCard,626.82,626.82,6.27,qcarlson@example.net,lisaestrada,161.227.90.61,12.54,31.34,list,GH,MD,Rodney Vasquez,affiliate,completed,People tree challenge wait environment day.,cleared,Jonathan Rios
b70ee7e6-25c4-4f16-aeae-e640ffdca71a,b757fcdc-26b3-4cd4-a855-f03f2441f9e9,09b89213-fb82-4149-bfd8-a2358c02cbe9,4731471261588710,withdrawal,2025-04-19T05:55:45,2025-04-19T05:58:45,MasterCard,1801.47,1801.47,18.01,aholland@example.com,amypeterson,83.68.231.218,36.03,90.07,new,SY,KI,Christina Kane,organic,completed,Rate computer be mind.,held,Allen Herring
aa0619fc-5b1d-44d7-ba4a-cd6edae527a0,b9d127b8-104b-458b-a196-3f4bc6a270dc,fe1cd868-d80c-4317-82e4-900abfd25612,180059567695562,withdrawal,2025-04-25T08:05:24,2025-04-25T08:12:24,Visa,873.7,873.7,8.74,pgarrison@example.com,camachoanthony,33.58.64.112,17.47,43.69,also,GW,DE,Derek Patel,affiliate,failed,Do cost third trade report.,flagged,Mary Higgins
d93d8983-116c-4dda-a33d-951742f331e6,81556946-bd65-47d9-9a33-55df9022508a,d33c7ed1-8b41-4bea-b99e-9e799a9f3f38,060489740849,deposit,2025-04-18T04:02:14,2025-04-18T04:56:14,Crypto,4205.56,4205.56,42.06,aschmidt@example.com,zjones,147.164.229.8,84.11,210.28,prove,KG,AF,Tristan Cochran,affiliate,completed,Crime degree information level picture truth.,cleared,Robert Mcdonald
1ab7e326-81c3-42e3-bf99-bd6847873f62,8469ebbd-86ff-41f8-a4ed-81a722fb8320,a9c87aa6-d8ac-46b2-bcdc-4f8ce3282e0a,4817029790272502184,deposit,2025-04-14T03:15:22,2025-04-14T03:45:22,Crypto,3378.22,3378.22,33.78,harrismatthew@example.com,daniellejohnson,111.212.63.234,67.56,168.91,player,EC,CL,Julian Hernandez,email,completed,Today must owner.,held,Jacqueline Smith
f3d8aafa-e978-4bbd-bae3-2636bd61d108,4781e367-2815-4784-af77-daf3dffe136c,0ec4b567-9b4c-43eb-9d37-e54d2621f9cf,4446451538119818,withdrawal,2025-04-17T17:45:30,2025-04-17T18:20:30,Crypto,2273.59,2273.59,22.74,kentchristian@example.org,joannbailey,74.227.232.28,45.47,113.68,adult,LK,CU,Larry West,affiliate,failed,Real occur leader exactly everything itself together.,cleared,Debbie Hoffman
78f39ab0-d61b-4698-9376-be55f4c9ba02,ec091e9d-210b-4252-9214-cd4bd05de0d0,9c76e249-1ce1-4c4c-b11f-411985cc33d0,4838394602284967,withdrawal,2025-04-21T17:24:29,2025-04-21T17:58:29,Visa,5008.23,5008.23,50.08,owenstommy@example.org,ethan51,2.53.212.235,100.16,250.41,news,ET,SN,Connor Frederick,email,completed,Degree last owner short partner candidate debate.,cleared,Rickey Howard
d8c25098-7087-48ec-be44-20a83283cb13,584c59f8-1d55-452c-8fc6-3d7bcf88ae46,045094ec-c488-4787-8b33-82e341f155e3,348647659728777,withdrawal,2025-05-01T07:20:46,2025-05-01T07:45:46,PayPal,361.3,361.3,3.61,ajones@example.net,fuentesjohn,74.75.166.15,7.23,18.07,participant,IR,IR,Ricky Hernandez,affiliate,failed,Final age nation it themselves best ahead member.,held,Brittany Patton
53ab1f55-30ff-4b49-8df0-170698dfad89,c5c79806-3f78-4fbe-b0ab-6dfb3dc451b8,9853b6da-c006-46b6-9513-689a97d49af1,213146872814649,withdrawal,2025-05-02T09:06:46,2025-05-02T09:34:46,PayPal,818.92,818.92,8.19,nmartin@example.net,sheilaromero,121.161.50.116,16.38,40.95,will,IR,IR,Patricia Williamson,organic,failed,Different community plan movie prove respond whole evening.,held,Marie Pitts
sanctioned-player-123,6f3e89c8-5942-40ba-a0fd-d683f803119a,598cc57e-79f7-4056-af12-777e069ae006,4174913521117,deposit,2025-04-10T17:27:44,2025-04-10T17:50:44,Visa,4549.72,4549.72,45.5,timothy82@example.com,gregorytaylor,25.186.181.153,90.99,227.49,drop,LR,LA,Michael Garcia,email,completed,Between director play fill.,flagged,Gina Rivers
a621727d-f63f-4f7e-82a3-faaa9ee2c090,b01157a1-2dcd-444b-8149-a72b4f13b249,ea16e8dc-c75d-45b2-a5f2-8c26fde8be5d,3576921751913489,withdrawal,2025-05-02T15:56:18,2025-05-02T16:40:18,MasterCard,921.21,921.21,9.21,rachel60@example.com,hahnbrenda,194.29.62.229,18.42,46.06,expect,EE,HR,Bradley Morrison,organic,pending,Camera fly onto write national role.,cleared,William Brown
7dbebc2f-111e-41bf-89b2-f42521d26fd3,45edcda6-96af-405a-bc50-31578fdbf55a,4f1d8387-bc5b-40c1-9375-2127fc810f96,4312299639034,withdrawal,2025-04-07T16:22:37,2025-04-07T16:30:37,PayPal,610.5,610.5,6.11,pharper@example.org,jcaldwell,16.46.83.146,12.21,30.53,simply,EC,TR,Toni Key,affiliate,pending,Television statement customer hold here.,cleared,Melissa Klein
7ac9fe99-09f4-4d3e-a23c-2a9f702f9d07,9035566d-b79f-43ac-b09f-05bde7b79f92,f6e0a623-80d6-47d8-9ca2-d7cf392a1409,6511375727029774,withdrawal,2025-04-23T15:33:18,2025-04-23T16:21:18,PayPal,783.11,783.11,7.83,usmith@example.net,jgarcia,145.173.193.210,15.66,39.16,necessary,BR,MW,Joshua Byrd,organic,pending,Then perform decision involve nothing safe.,flagged,Emily Davis
e0b21d24-5d18-422c-a983-0fcce73636d3,ec6c763b-3ed9-42df-b60c-8a8b323387bc,12ff9e12-2004-4e99-b8df-afb1ea46d8e8,4380474468346738,withdrawal,2025-04-04T03:53:30,2025-04-04T04:16:30,MasterCard,4404.43,4404.43,44.04,morgandixon@example.com,ryanvictoria,148.51.47.183,88.09,220.22,seem,GY,CG,James Lucas,organic,failed,Begin hot this scene almost responsibility though never.,flagged,Wayne Hamilton
de37e3fd-173f-426b-8795-54a7b791cd82,a31a0891-bf2c-4baa-acd1-93007b7fe219,fc312860-a0ee-430a-a72b-4925e202296c,375229418005429,withdrawal,2025-05-01T03:19:44,2025-05-01T03:32:44,PayPal,4989.41,4989.41,49.89,bcampbell@example.org,james12,57.107.218.109,99.79,249.47,sit,BY,LV,Miguel Thomas,email,failed,Field culture entire few phone.,cleared,Dawn Deleon
40305e90-e764-4ec6-a7f9-d48d8439808b,228e380a-111c-4293-a42e-135a1250ebac,8010253b-98aa-4d0b-8b04-49ccfbf771af,4551339304207852,deposit,2025-04-19T16:26:54,2025-04-19T16:53:54,Crypto,9096.91,9096.91,90.97,nicole17@example.net,adrianbyrd,66.110.164.147,181.94,454.85,maybe,CN,ES,Sarah Lawson,affiliate,failed,Government soldier them by.,held,Anita Hunt
188f1afb-f01b-4893-b318-e8048a36c7d7,0c2da8be-1136-42b5-acba-3e69ce4fd7c9,b0ce001e-c5f2-4e46-8981-2d91424d7da7,566165075953,withdrawal,2025-04-26T18:34:47,2025-04-26T18:52:47,Visa,1789.32,1789.32,17.89,mreeves@example.net,martinezdaniel,183.23.164.14,35.79,89.47,card,GW,NZ,Jennifer Woods,organic,failed,Compare media lay customer support serious.,cleared,Catherine Brown
896ccc7e-c033-45b3-983c-388e5bdae71d,21cbb431-6889-4044-b3d8-debfdb294348,55a8ad6e-9551-475c-b230-6299226f13b0,6011111432479425,withdrawal,2025-04-17T20:21:14,2025-04-17T20:35:14,Crypto,6902.14,6902.14,69.02,hendricksjoanna@example.com,banksluis,170.191.42.135,138.04,345.11,pick,CZ,CL,Steven Smith,affiliate,pending,Event effort with.,flagged,Eric Frost
8a532f68-84eb-47f1-8752-60b548e0b815,429dac89-472a-4df9-87ea-fd37a6c2fb7c,9621342e-e5d3-4de3-b153-80294063664c,6522935879376526,deposit,2025-04-12T15:25:13,2025-04-12T16:25:13,PayPal,915.71,915.71,9.16,wcurtis@example.org,hayleyhenry,132.48.28.206,18.31,45.79,teacher,GB,LI,Stacey Reese,email,pending,Study after figure lot area simply stage wide.,flagged,Aaron Hays
bad-actor-456,47860837-78a4-4bbd-8df2-471c1e8b5dbf,a4140f25-88ae-4a67-aa6c-11a4fec31ef8,3534647528691832,deposit,2025-04-04T20:28:36,2025-04-04T21:19:36,MasterCard,7848.87,7848.87,78.49,ktorres@example.com,davischarles,69.84.247.64,156.98,392.44,hot,VU,CI,Mathew Franklin,email,completed,Part station interview must.,flagged,Bradley Graham
58432d7c-a2ef-4233-a984-75ed89f4eb2e,f11ca734-0705-4914-88fd-d116c2e96b5c,5a9bbe85-e7bc-414d-8d90-1288290ada70,4660424837034278762,deposit,2025-04-16T17:12:03,2025-04-16T17:30:03,PayPal,8664.84,8664.84,86.65,beltranjames@example.net,ryanfleming,80.134.85.180,173.3,433.24,administration,BN,RO,Heather Brown,organic,pending,Woman short door.,cleared,Melissa Gomez
sanctioned-player-123,10427b92-d8ce-450f-84eb-0f863d1d6578,dde1a764-e216-4c88-8586-f7e2b692eb96,573469597641,deposit,2025-04-19T16:58:43,2025-04-19T17:46:43,Visa,6734.53,6734.53,67.35,bergteresa@example.com,ssantiago,195.167.167.64,134.69,336.73,heart,CA,GM,Zoe Rice,affiliate,completed,Physical vote difference nature benefit.,flagged,Amy Young
7acea153-9f84-466b-9ba8-cb45be02e4e6,3f49bdc0-e91e-4598-8a3c-7790d6f41f2f,a7a30af1-f648-49ad-bc51-5f0237da437c,4238776663833698,withdrawal,2025-04-16T15:23:14,2025-04-16T15:59:14,Visa,4941.81,4941.81,49.42,james09@example.net,yblack,210.47.7.6,98.84,247.09,kid,ML,SL,Mr. Jose Mclean,affiliate,completed,Decade central add team western boy.,flagged,Michael Mcconnell
1bfcdba2-cfb7-4528-97c4-5fe4c9620b78,c1018429-9c87-429c-a000-d65880e8bfb1,acf3b377-7e91-4251-a211-4e3ba0f3faaa,4918624744833914,deposit,2025-04-10T21:28:57,2025-04-10T21:31:57,PayPal,6192.63,6192.63,61.93,eparsons@example.com,fstewart,215.182.38.37,123.85,309.63,somebody,IL,CZ,Janet Walter,email,failed,Box conference current provide play.,flagged,Chad Long
66b1acaa-a077-4979-801f-f19df0c63b3f,3388800e-9eaf-48db-bdff-d90cb4a1b09a,419e4a13-f70d-4472-a53b-7285df11b844,180058782947550,withdrawal,2025-04-27T10:14:26,2025-04-27T10:21:26,Visa,7846.02,7846.02,78.46,hernandezsarah@example.net,ijones,172.118.7.138,156.92,392.3,dream,YE,VN,David Taylor,organic,pending,Radio relate identify never.,held,Dustin Baker
a8df17fb-4fee-4cd2-8f69-ff54b22fb743,dd446b73-7ac4-4a5a-8cb4-88406fd3743d,7bf6f324-6f49-433b-b9ca-f49069a7a0bd,4019207682185246,withdrawal,2025-05-01T19:13:05,2025-05-01T19:37:05,Visa,7232.35,7232.35,72.32,jacobmccarthy@example.com,qjohnson,29.134.92.65,144.65,361.62,big,LR,AE,Denise James,email,completed,Argue could save member job forget.,held,Anthony Browning
d62ec718-8bd9-4c68-a89b-20f2be5a70a2,d7f4a2cb-1b44-4166-a952-62a7b6b2c43a,57729c90-d42f-4aa3-9daf-ed331342396f,4893358653372208973,withdrawal,2025-04-05T15:07:42,2025-04-05T15:33:42,PayPal,3488.3,3488.3,34.88,amykent@example.net,heathervalenzuela,61.112.108.235,69.77,174.42,contain,VN,AL,Lauren Burnett,affiliate,pending,Best event like real important baby yard.,flagged,Willie Smith
1c47a031-8ca9-47df-8d0f-c84450d293be,c14c157b-315c-43d3-bf04-b85d2aac49b6,5ab2a18c-ca2c-447d-8813-aab363531830,30212454461786,withdrawal,2025-04-15T15:35:03,2025-04-15T16:01:03,MasterCard,9355.97,9355.97,93.56,mendozatony@example.org,wgomez,56.73.199.15,187.12,467.8,purpose,BE,DO,Tony Davis,email,failed,Agree so simply response.,held,Jacqueline Hart
6ddfb4b3-fb54-4bb8-be39-add5dc009372,acfc7c14-3846-4df2-aa6e-e889e6d30f52,b2bf5b81-7bef-4156-b05b-e2b10f1db23a,4284096918256865225,deposit,2025-04-26T21:19:14,2025-04-26T22:16:14,Visa,9948.31,9948.31,99.48,nicole56@example.net,donald41,112.233.138.56,198.97,497.42,east,GQ,SD,Marie Edwards,affiliate,failed,Remember building former she.,held,Kathleen Daugherty
3e57e05a-6284-42aa-9e55-96eb193c62ee,99c641db-3b79-42b6-b940-c6aa77534c35,ef59715d-a7c4-4d23-bad4-70212604d314,5389181235629845,withdrawal,2025-04-22T14:28:30,2025-04-22T14:43:30,Visa,78.85,78.85,0.79,frederickfernandez@example.com,cwalker,177.142.60.78,1.58,3.94,research,KR,RU,Peter Calderon,affiliate,completed,Also plan election offer.,cleared,Amy Hahn
11c72fe1-d86d-4a3b-aaca-50071deb502b,7b34ae0a-de2f-4188-994f-5154cce3bb00,e603e55a-40f6-41ef-b1f0-b26c9854319d,3576313217894372,deposit,2025-04-04T07:06:20,2025-04-04T07:36:20,PayPal,8385.9,8385.9,83.86,ufisher@example.com,victoria97,133.192.21.74,167.72,419.3,discover,SC,LV,Megan Thompson,email,pending,Meet house let.,held,Timothy Reid
08c84239-dbeb-405d-96de-1617f1fc3c42,b8fe6eb0-df77-4283-a92a-521926e360e0,458c7ec9-29de-4fc1-85f8-1eec7bf1282b,060452382231,withdrawal,2025-04-25T23:59:51,2025-04-26T00:26:51,Visa,5930.0,5930.0,59.3,dmiller@example.net,jeff74,169.190.15.30,118.6,296.5,reason,UZ,PL,James Yates,affiliate,failed,All where population behavior shoulder half.,cleared,Paul Berry
fb178cf0-1a11-43f6-85d4-282d6993aa8b,f9cdd285-55fe-4905-b240-14fd676a8794,7cceec4c-2eca-4fda-adcd-4e208dae30ba,4197594023871025387,deposit,2025-04-10T19:50:04,2025-04-10T20:35:04,Visa,3527.03,3527.03,35.27,jamieowen@example.org,kaylagonzalez,23.218.182.88,70.54,176.35,pull,AO,BW,Gary Duffy,affiliate,pending,Why wind community agreement mouth skill.,cleared,Heather King
cb4999ad-2694-47d8-9b64-011599457df1,b091e1ff-49e3-4e74-899a-07b43a2b5846,da1be192-9e70-4460-b49f-4d45e9d9c8c0,6011864190021504,deposit,2025-04-23T09:51:31,2025-04-23T10:33:31,MasterCard,9828.91,9828.91,98.29,nhernandez@example.org,robertsonchristine,68.83.39.192,196.58,491.45,star,AE,TD,Emily Lopez,email,failed,Represent exactly like particularly blood unit improve.,flagged,Robert Pierce
36123c4b-239a-4b87-8b8a-b1199a855f17,2e21f37d-7410-4bac-ad02-20b7a62f1582,ec87fa96-12d1-4f97-83ad-6f9d57099814,372796568807328,withdrawal,2025-04-30T01:20:13,2025-04-30T02:00:13,Visa,7377.91,7377.91,73.78,barrymartin@example.org,hdavis,213.41.29.150,147.56,368.9,might,SG,RS,Melissa Thompson,email,failed,Senior fire fear the interview.,held,Elizabeth Johnson
c09728f3-661b-413f-a822-5d55274ad194,34b77389-f3c1-4376-bbd7-6257d7e1c15a,8ed77e19-d126-415e-a93d-a6ca00e74e4a,379909697631286,deposit,2025-04-29T10:27:33,2025-04-29T11:03:33,PayPal,103.36,103.36,1.03,alfredblanchard@example.org,bryanleonard,80.21.225.195,2.07,5.17,feel,IN,PS,Brian French,email,failed,Expert street exactly shoulder perhaps.,held,Leslie Mejia
d0441923-ab9c-4570-a4f3-3acd27dc4f65,79ad12fc-0e9b-4b58-a7de-8767326bd609,03e3a97f-a555-4ce6-8d72-670e60473472,4283375389618303,withdrawal,2025-04-14T19:10:46,2025-04-14T19:43:46,Crypto,3627.16,3627.16,36.27,isaac22@example.org,melissadunn,51.90.219.101,72.54,181.36,face,GM,PS,Tracy Rogers,organic,failed,Hot teach will rather pull.,held,Ashley Woods
6fd18636-6267-4120-bf00-d4565218673b,c11359fb-629e-455b-9549-09c273f6ff1a,4a96362e-8f07-4cd3-939f-52b4a6eb35f4,341000589457710,deposit,2025-04-07T18:36:26,2025-04-07T19:33:26,MasterCard,7606.97,7606.97,76.07,grahamdeanna@example.org,kjoseph,104.212.190.14,152.14,380.35,alone,LC,BW,Carol Vega,organic,failed,Western speak step contain partner.,flagged,David Wells
